"No.","Time","Source","Destination","Protocol","Length","Info"
"10247","157.861691","host","1.6.4","USBCOM","28","URB_BULK out"
"10249","157.866461","1.6.3","host","USBCOM","75","URB_BULK in"
"10253","157.870277","1.6.3","host","USBCOM","38","URB_BULK in"
"10257","158.062648","host","1.6.4","USBCOM","28","URB_BULK out"
"10259","158.067183","1.6.3","host","USBCOM","72","URB_BULK in"
"10263","158.070971","1.6.3","host","USBCOM","41","URB_BULK in"
"10267","158.263688","host","1.6.4","USBCOM","28","URB_BULK out"
"10269","158.267765","1.6.3","host","USBCOM","68","URB_BULK in"
"10273","158.271704","1.6.3","host","USBCOM","45","URB_BULK in"
"10277","158.465700","host","1.6.4","USBCOM","28","URB_BULK out"
"10279","158.468383","1.6.3","host","USBCOM","52","URB_BULK in"
"10283","158.472504","1.6.3","host","USBCOM","61","URB_BULK in"
"10287","158.667453","host","1.6.4","USBCOM","28","URB_BULK out"
"10289","158.668960","1.6.3","host","USBCOM","40","URB_BULK in"
"10293","158.673313","1.6.3","host","USBCOM","73","URB_BULK in"
"10297","158.868309","host","1.6.4","USBCOM","28","URB_BULK out"
"10299","158.869609","1.6.3","host","USBCOM","37","URB_BULK in"
"10303","158.873994","1.6.3","host","USBCOM","76","URB_BULK in"
"10307","159.069375","host","1.6.4","USBCOM","28","URB_BULK out"
"10309","159.070316","1.6.3","host","USBCOM","33","URB_BULK in"
"10313","159.074681","1.6.3","host","USBCOM","75","URB_BULK in"
"10317","159.078482","1.6.3","host","USBCOM","32","URB_BULK in"
"10321","159.271206","host","1.6.4","USBCOM","28","URB_BULK out"
"10323","159.275335","1.6.3","host","USBCOM","68","URB_BULK in"
"10327","159.279223","1.6.3","host","USBCOM","45","URB_BULK in"
"10331","159.473034","host","1.6.4","USBCOM","28","URB_BULK out"
"10333","159.475942","1.6.3","host","USBCOM","55","URB_BULK in"
"10337","159.480036","1.6.3","host","USBCOM","58","URB_BULK in"
"10341","159.673970","host","1.6.4","USBCOM","28","URB_BULK out"
"10343","159.676591","1.6.3","host","USBCOM","51","URB_BULK in"
"10347","159.680777","1.6.3","host","USBCOM","62","URB_BULK in"
"10351","159.875350","host","1.6.4","USBCOM","28","URB_BULK out"
"10353","159.877217","1.6.3","host","USBCOM","43","URB_BULK in"
"10357","159.881502","1.6.3","host","USBCOM","70","URB_BULK in"
"10361","160.086131","host","1.6.4","USBCOM","28","URB_BULK out"
"10363","160.090364","1.6.3","host","USBCOM","70","URB_BULK in"
"10367","160.094269","1.6.3","host","USBCOM","43","URB_BULK in"
"10371","160.278125","host","1.6.4","USBCOM","28","URB_BULK out"
"10373","160.278498","1.6.3","host","USBCOM","28","URB_BULK in"
"10377","160.282902","1.6.3","host","USBCOM","75","URB_BULK in"
"10381","160.286754","1.6.3","host","USBCOM","37","URB_BULK in"
"10385","160.478098","host","1.6.4","USBCOM","28","URB_BULK out"
"10387","160.479266","1.6.3","host","USBCOM","36","URB_BULK in"
"10391","160.483600","1.6.3","host","USBCOM","75","URB_BULK in"
"10399","160.678309","host","1.6.4","USBCOM","28","URB_BULK out"
"10401","160.679958","1.6.3","host","USBCOM","41","URB_BULK in"
"10405","160.684279","1.6.3","host","USBCOM","72","URB_BULK in"
"10409","160.880184","host","1.6.4","USBCOM","28","URB_BULK out"
"10411","160.880586","1.6.3","host","USBCOM","28","URB_BULK in"
"10415","160.884996","1.6.3","host","USBCOM","75","URB_BULK in"
"10419","160.888837","1.6.3","host","USBCOM","37","URB_BULK in"
"10423","161.093770","host","1.6.4","USBCOM","28","URB_BULK out"
"10425","161.097929","1.6.3","host","USBCOM","69","URB_BULK in"
"10429","161.101857","1.6.3","host","USBCOM","44","URB_BULK in"
"10433","161.282288","host","1.6.4","USBCOM","28","URB_BULK out"
"10435","161.286322","1.6.3","host","USBCOM","67","URB_BULK in"
"10439","161.290266","1.6.3","host","USBCOM","46","URB_BULK in"
"10443","161.483281","host","1.6.4","USBCOM","28","URB_BULK out"
"10445","161.486982","1.6.3","host","USBCOM","64","URB_BULK in"
"10449","161.490977","1.6.3","host","USBCOM","49","URB_BULK in"
"10453","161.684277","host","1.6.4","USBCOM","28","URB_BULK out"
"10455","161.687671","1.6.3","host","USBCOM","60","URB_BULK in"
"10459","161.691683","1.6.3","host","USBCOM","53","URB_BULK in"
"10463","161.886005","host","1.6.4","USBCOM","28","URB_BULK out"
"10465","161.888290","1.6.3","host","USBCOM","48","URB_BULK in"
"10469","161.892463","1.6.3","host","USBCOM","65","URB_BULK in"
"10473","162.092121","host","1.6.4","USBCOM","28","URB_BULK out"
"10475","162.092953","1.6.3","host","USBCOM","33","URB_BULK in"
"10479","162.097331","1.6.3","host","USBCOM","75","URB_BULK in"
"10483","162.101143","1.6.3","host","USBCOM","32","URB_BULK in"
"10487","162.287316","host","1.6.4","USBCOM","28","URB_BULK out"
"10489","162.289628","1.6.3","host","USBCOM","46","URB_BULK in"
"10493","162.293838","1.6.3","host","USBCOM","67","URB_BULK in"
"10497","162.488610","host","1.6.4","USBCOM","28","URB_BULK out"
"10499","162.490308","1.6.3","host","USBCOM","42","URB_BULK in"
"10503","162.494580","1.6.3","host","USBCOM","69","URB_BULK in"
"10507","162.689754","host","1.6.4","USBCOM","28","URB_BULK out"
"10509","162.690956","1.6.3","host","USBCOM","36","URB_BULK in"
"10513","162.695278","1.6.3","host","USBCOM","75","URB_BULK in"
"10517","162.890206","host","1.6.4","USBCOM","28","URB_BULK out"
"10519","162.891648","1.6.3","host","USBCOM","39","URB_BULK in"
"10523","162.895984","1.6.3","host","USBCOM","72","URB_BULK in"
"10527","163.095537","host","1.6.4","USBCOM","28","URB_BULK out"
"10529","163.096387","1.6.3","host","USBCOM","33","URB_BULK in"
"10533","163.100786","1.6.3","host","USBCOM","76","URB_BULK in"
"10541","163.293658","host","1.6.4","USBCOM","28","URB_BULK out"
"10543","163.297327","1.6.3","host","USBCOM","63","URB_BULK in"
"10547","163.301288","1.6.3","host","USBCOM","48","URB_BULK in"
"10551","163.495075","host","1.6.4","USBCOM","28","URB_BULK out"
"10553","163.497950","1.6.3","host","USBCOM","54","URB_BULK in"
"10557","163.502071","1.6.3","host","USBCOM","57","URB_BULK in"
"10561","163.695338","host","1.6.4","USBCOM","28","URB_BULK out"
"10563","163.698709","1.6.3","host","USBCOM","59","URB_BULK in"
"10567","163.702709","1.6.3","host","USBCOM","52","URB_BULK in"
"10571","163.895536","host","1.6.4","USBCOM","28","URB_BULK out"
"10573","163.899378","1.6.3","host","USBCOM","65","URB_BULK in"
"10577","163.903352","1.6.3","host","USBCOM","46","URB_BULK in"
"10581","164.097300","host","1.6.4","USBCOM","28","URB_BULK out"
"10583","164.099985","1.6.3","host","USBCOM","53","URB_BULK in"
"10587","164.104144","1.6.3","host","USBCOM","56","URB_BULK in"
"10591","164.299386","host","1.6.4","USBCOM","28","URB_BULK out"
"10593","164.300566","1.6.3","host","USBCOM","36","URB_BULK in"
"10597","164.304907","1.6.3","host","USBCOM","73","URB_BULK in"
"10601","164.500081","host","1.6.4","USBCOM","28","URB_BULK out"
"10603","164.501268","1.6.3","host","USBCOM","36","URB_BULK in"
"10607","164.505603","1.6.3","host","USBCOM","73","URB_BULK in"
"10611","164.700507","host","1.6.4","USBCOM","28","URB_BULK out"
"10613","164.702009","1.6.3","host","USBCOM","40","URB_BULK in"
"10617","164.706273","1.6.3","host","USBCOM","69","URB_BULK in"
"10621","164.901935","host","1.6.4","USBCOM","28","URB_BULK out"
"10623","164.902620","1.6.3","host","USBCOM","31","URB_BULK in"
"10627","164.907020","1.6.3","host","USBCOM","75","URB_BULK in"
"10631","164.910797","1.6.3","host","USBCOM","30","URB_BULK in"
"10635","165.102565","host","1.6.4","USBCOM","28","URB_BULK out"
"10637","165.103299","1.6.3","host","USBCOM","32","URB_BULK in"
"10641","165.107701","1.6.3","host","USBCOM","75","URB_BULK in"
"10649","165.303884","host","1.6.4","USBCOM","28","URB_BULK out"
"10651","165.308376","1.6.3","host","USBCOM","72","URB_BULK in"
"10655","165.312221","1.6.3","host","USBCOM","37","URB_BULK in"
"10659","165.505495","host","1.6.4","USBCOM","28","URB_BULK out"
"10661","165.508997","1.6.3","host","USBCOM","61","URB_BULK in"
"10665","165.512993","1.6.3","host","USBCOM","48","URB_BULK in"
"10669","165.705426","host","1.6.4","USBCOM","28","URB_BULK out"
"10671","165.709781","1.6.3","host","USBCOM","70","URB_BULK in"
"10675","165.713602","1.6.3","host","USBCOM","39","URB_BULK in"
"10679","165.906670","host","1.6.4","USBCOM","28","URB_BULK out"
"10681","165.910420","1.6.3","host","USBCOM","64","URB_BULK in"
"10685","165.914337","1.6.3","host","USBCOM","45","URB_BULK in"
"10689","166.108153","host","1.6.4","USBCOM","28","URB_BULK out"
"10691","166.111021","1.6.3","host","USBCOM","55","URB_BULK in"
"10695","166.115141","1.6.3","host","USBCOM","54","URB_BULK in"
"10699","166.309732","host","1.6.4","USBCOM","28","URB_BULK out"
"10701","166.311610","1.6.3","host","USBCOM","44","URB_BULK in"
"10705","166.315901","1.6.3","host","USBCOM","65","URB_BULK in"
"10709","166.510329","host","1.6.4","USBCOM","28","URB_BULK out"
"10711","166.512315","1.6.3","host","USBCOM","45","URB_BULK in"
"10715","166.516554","1.6.3","host","USBCOM","64","URB_BULK in"
"10719","166.710676","host","1.6.4","USBCOM","28","URB_BULK out"
"10721","166.713102","1.6.3","host","USBCOM","49","URB_BULK in"
"10725","166.717241","1.6.3","host","USBCOM","60","URB_BULK in"
"10729","166.912728","host","1.6.4","USBCOM","28","URB_BULK out"
"10731","166.913610","1.6.3","host","USBCOM","33","URB_BULK in"
"10735","166.917986","1.6.3","host","USBCOM","75","URB_BULK in"
"10739","166.921773","1.6.3","host","USBCOM","28","URB_BULK in"
"10743","167.114089","host","1.6.4","USBCOM","28","URB_BULK out"
"10745","167.118725","1.6.3","host","USBCOM","74","URB_BULK in"
"10749","167.122510","1.6.3","host","USBCOM","35","URB_BULK in"
"10753","167.314283","host","1.6.4","USBCOM","28","URB_BULK out"
"10755","167.315003","1.6.3","host","USBCOM","31","URB_BULK in"
"10759","167.319423","1.6.3","host","USBCOM","76","URB_BULK in"
"10767","167.514385","host","1.6.4","USBCOM","28","URB_BULK out"
"10769","167.515748","1.6.3","host","USBCOM","38","URB_BULK in"
"10773","167.520036","1.6.3","host","USBCOM","71","URB_BULK in"
"10777","167.715820","host","1.6.4","USBCOM","28","URB_BULK out"
"10779","167.716356","1.6.3","host","USBCOM","30","URB_BULK in"
"10781","167.720780","1.6.3","host","USBCOM","75","URB_BULK in"
"10785","167.724594","1.6.3","host","USBCOM","31","URB_BULK in"
"10789","167.917306","host","1.6.4","USBCOM","28","URB_BULK out"
"10791","167.921435","1.6.3","host","USBCOM","67","URB_BULK in"
"10795","167.925305","1.6.3","host","USBCOM","42","URB_BULK in"
"10799","168.118690","host","1.6.4","USBCOM","28","URB_BULK out"
"10801","168.122059","1.6.3","host","USBCOM","60","URB_BULK in"
"10805","168.126072","1.6.3","host","USBCOM","49","URB_BULK in"
"10809","168.319182","host","1.6.4","USBCOM","28","URB_BULK out"
"10811","168.322799","1.6.3","host","USBCOM","63","URB_BULK in"
"10815","168.326743","1.6.3","host","USBCOM","46","URB_BULK in"
"10819","168.520476","host","1.6.4","USBCOM","28","URB_BULK out"
"10821","168.523435","1.6.3","host","USBCOM","55","URB_BULK in"
"10825","168.527515","1.6.3","host","USBCOM","54","URB_BULK in"
"10829","168.721525","host","1.6.4","USBCOM","28","URB_BULK out"
"10831","168.724071","1.6.3","host","USBCOM","51","URB_BULK in"
"10835","168.728208","1.6.3","host","USBCOM","58","URB_BULK in"
"10839","168.923099","host","1.6.4","USBCOM","28","URB_BULK out"
"10841","168.924722","1.6.3","host","USBCOM","41","URB_BULK in"
"10845","168.928937","1.6.3","host","USBCOM","68","URB_BULK in"
"10849","169.123223","host","1.6.4","USBCOM","28","URB_BULK out"
"10851","169.125473","1.6.3","host","USBCOM","47","URB_BULK in"
"10855","169.129622","1.6.3","host","USBCOM","62","URB_BULK in"
"10859","169.324865","host","1.6.4","USBCOM","28","URB_BULK out"
"10861","169.326061","1.6.3","host","USBCOM","36","URB_BULK in"
"10865","169.330389","1.6.3","host","USBCOM","73","URB_BULK in"
"10869","169.526700","host","1.6.4","USBCOM","28","URB_BULK out"
"10871","169.531087","1.6.3","host","USBCOM","71","URB_BULK in"
"10875","169.534925","1.6.3","host","USBCOM","38","URB_BULK in"
"10879","169.727264","host","1.6.4","USBCOM","28","URB_BULK out"
"10881","169.731772","1.6.3","host","USBCOM","70","URB_BULK in"
"10885","169.735615","1.6.3","host","USBCOM","39","URB_BULK in"
"10889","169.929098","host","1.6.4","USBCOM","28","URB_BULK out"
"10891","169.932380","1.6.3","host","USBCOM","59","URB_BULK in"
"10895","169.936400","1.6.3","host","USBCOM","50","URB_BULK in"
"10899","170.130251","host","1.6.4","USBCOM","28","URB_BULK out"
"10901","170.133037","1.6.3","host","USBCOM","54","URB_BULK in"
"10905","170.137157","1.6.3","host","USBCOM","55","URB_BULK in"
"10909","170.331151","host","1.6.4","USBCOM","28","URB_BULK out"
"10911","170.333717","1.6.3","host","USBCOM","51","URB_BULK in"
"10915","170.337840","1.6.3","host","USBCOM","58","URB_BULK in"
"10919","170.532377","host","1.6.4","USBCOM","28","URB_BULK out"
"10921","170.534355","1.6.3","host","USBCOM","45","URB_BULK in"
"10925","170.538594","1.6.3","host","USBCOM","64","URB_BULK in"
"10929","170.732441","host","1.6.4","USBCOM","28","URB_BULK out"
"10931","170.735152","1.6.3","host","USBCOM","52","URB_BULK in"
"10935","170.739215","1.6.3","host","USBCOM","57","URB_BULK in"
"10939","170.934457","host","1.6.4","USBCOM","28","URB_BULK out"
"10941","170.935663","1.6.3","host","USBCOM","37","URB_BULK in"
"10945","170.939988","1.6.3","host","USBCOM","72","URB_BULK in"
"10949","171.135611","host","1.6.4","USBCOM","28","URB_BULK out"
"10951","171.136347","1.6.3","host","USBCOM","31","URB_BULK in"
"10955","171.140730","1.6.3","host","USBCOM","75","URB_BULK in"
"10959","171.144480","1.6.3","host","USBCOM","30","URB_BULK in"
"10961","171.335932","host","1.6.4","USBCOM","28","URB_BULK out"
"10963","171.337154","1.6.3","host","USBCOM","36","URB_BULK in"
"10967","171.341484","1.6.3","host","USBCOM","73","URB_BULK in"
"10971","171.537045","host","1.6.4","USBCOM","28","URB_BULK out"
"10973","171.537794","1.6.3","host","USBCOM","31","URB_BULK in"
"10977","171.542285","1.6.3","host","USBCOM","75","URB_BULK in"
"10981","171.546022","1.6.3","host","USBCOM","30","URB_BULK in"
"10985","171.738842","host","1.6.4","USBCOM","28","URB_BULK out"
"10987","171.742831","1.6.3","host","USBCOM","66","URB_BULK in"
"10991","171.746750","1.6.3","host","USBCOM","43","URB_BULK in"
"10995","171.939253","host","1.6.4","USBCOM","28","URB_BULK out"
"10997","171.943571","1.6.3","host","USBCOM","69","URB_BULK in"
"11001","171.947450","1.6.3","host","USBCOM","40","URB_BULK in"
"11005","172.139562","host","1.6.4","USBCOM","28","URB_BULK out"
"11007","172.144279","1.6.3","host","USBCOM","73","URB_BULK in"
"11011","172.148102","1.6.3","host","USBCOM","36","URB_BULK in"
"11015","172.341147","host","1.6.4","USBCOM","28","URB_BULK out"
"11017","172.344877","1.6.3","host","USBCOM","63","URB_BULK in"
"11021","172.348842","1.6.3","host","USBCOM","46","URB_BULK in"
"11025","172.541954","host","1.6.4","USBCOM","28","URB_BULK out"
"11027","172.545582","1.6.3","host","USBCOM","61","URB_BULK in"
"11031","172.549604","1.6.3","host","USBCOM","48","URB_BULK in"
"11035","172.742396","host","1.6.4","USBCOM","28","URB_BULK out"
"11037","172.746271","1.6.3","host","USBCOM","64","URB_BULK in"
"11041","172.750263","1.6.3","host","USBCOM","45","URB_BULK in"
"11045","172.944487","host","1.6.4","USBCOM","28","URB_BULK out"
"11047","172.946845","1.6.3","host","USBCOM","48","URB_BULK in"
"11051","172.951029","1.6.3","host","USBCOM","61","URB_BULK in"
"11055","173.146466","host","1.6.4","USBCOM","28","URB_BULK out"
"11057","173.147444","1.6.3","host","USBCOM","33","URB_BULK in"
"11061","173.151813","1.6.3","host","USBCOM","75","URB_BULK in"
"11065","173.155614","1.6.3","host","USBCOM","28","URB_BULK in"
"11067","173.346671","host","1.6.4","USBCOM","28","URB_BULK out"
"11069","173.348260","1.6.3","host","USBCOM","39","URB_BULK in"
"11073","173.352484","1.6.3","host","USBCOM","70","URB_BULK in"
"11077","173.547639","host","1.6.4","USBCOM","28","URB_BULK out"
"11079","173.548851","1.6.3","host","USBCOM","36","URB_BULK in"
"11083","173.553197","1.6.3","host","USBCOM","73","URB_BULK in"
"11087","173.748845","host","1.6.4","USBCOM","28","URB_BULK out"
"11089","173.749493","1.6.3","host","USBCOM","29","URB_BULK in"
"11093","173.753903","1.6.3","host","USBCOM","75","URB_BULK in"
"11097","173.757720","1.6.3","host","USBCOM","32","URB_BULK in"
"11101","173.949358","host","1.6.4","USBCOM","28","URB_BULK out"
"11103","173.950262","1.6.3","host","USBCOM","31","URB_BULK in"
"11107","173.954635","1.6.3","host","USBCOM","76","URB_BULK in"
"11115","174.150040","host","1.6.4","USBCOM","28","URB_BULK out"
"11117","174.150865","1.6.3","host","USBCOM","32","URB_BULK in"
"11121","174.155265","1.6.3","host","USBCOM","75","URB_BULK in"
"11129","174.350269","host","1.6.4","USBCOM","28","URB_BULK out"
"11131","174.351629","1.6.3","host","USBCOM","37","URB_BULK in"
"11135","174.355947","1.6.3","host","USBCOM","72","URB_BULK in"
"11139","174.550562","host","1.6.4","USBCOM","28","URB_BULK out"
"11141","174.552400","1.6.3","host","USBCOM","41","URB_BULK in"
"11145","174.556639","1.6.3","host","USBCOM","66","URB_BULK in"
"11149","174.751400","host","1.6.4","USBCOM","28","URB_BULK out"
"11151","174.753026","1.6.3","host","USBCOM","40","URB_BULK in"
"11155","174.757326","1.6.3","host","USBCOM","67","URB_BULK in"
"11159","174.952425","host","1.6.4","USBCOM","28","URB_BULK out"
"11161","174.953713","1.6.3","host","USBCOM","36","URB_BULK in"
"11165","174.958010","1.6.3","host","USBCOM","71","URB_BULK in"
"11169","175.152960","host","1.6.4","USBCOM","28","URB_BULK out"
"11171","175.154402","1.6.3","host","USBCOM","37","URB_BULK in"
"11175","175.158715","1.6.3","host","USBCOM","70","URB_BULK in"
"11179","175.353119","host","1.6.4","USBCOM","28","URB_BULK out"
"11181","175.355107","1.6.3","host","USBCOM","44","URB_BULK in"
"11185","175.359342","1.6.3","host","USBCOM","63","URB_BULK in"
"11189","175.553715","host","1.6.4","USBCOM","28","URB_BULK out"
"11191","175.555839","1.6.3","host","USBCOM","45","URB_BULK in"
"11195","175.560045","1.6.3","host","USBCOM","62","URB_BULK in"
"11199","175.754166","host","1.6.4","USBCOM","28","URB_BULK out"
"11201","175.756563","1.6.3","host","USBCOM","48","URB_BULK in"
"11205","175.760712","1.6.3","host","USBCOM","59","URB_BULK in"
"11209","175.955837","host","1.6.4","USBCOM","28","URB_BULK out"
"11211","175.957154","1.6.3","host","USBCOM","36","URB_BULK in"
"11215","175.961471","1.6.3","host","USBCOM","71","URB_BULK in"
"11219","176.156281","host","1.6.4","USBCOM","28","URB_BULK out"
"11221","176.170261","1.6.3","host","USBCOM","50","URB_BULK in"
"11225","176.174485","1.6.3","host","USBCOM","75","URB_BULK in"
"11229","176.178260","1.6.3","host","USBCOM","32","URB_BULK in"
"11233","176.367437","host","1.6.4","USBCOM","28","URB_BULK out"
"11235","176.370980","1.6.3","host","USBCOM","62","URB_BULK in"
"11239","176.374966","1.6.3","host","USBCOM","46","URB_BULK in"
"11245","176.560974","host","1.6.4","USBCOM","28","URB_BULK out"
"11247","176.563408","1.6.3","host","USBCOM","48","URB_BULK in"
"11251","176.567571","1.6.3","host","USBCOM","60","URB_BULK in"
"11255","176.761262","host","1.6.4","USBCOM","28","URB_BULK out"
"11257","176.764131","1.6.3","host","USBCOM","54","URB_BULK in"
"11261","176.768281","1.6.3","host","USBCOM","54","URB_BULK in"
"11267","176.962196","host","1.6.4","USBCOM","28","URB_BULK out"
"11269","176.964815","1.6.3","host","USBCOM","51","URB_BULK in"
"11273","176.968913","1.6.3","host","USBCOM","57","URB_BULK in"
"11277","177.163723","host","1.6.4","USBCOM","28","URB_BULK out"
"11279","177.165405","1.6.3","host","USBCOM","41","URB_BULK in"
"11283","177.169712","1.6.3","host","USBCOM","67","URB_BULK in"
"11291","177.369160","host","1.6.4","USBCOM","28","URB_BULK out"
"11293","177.370100","1.6.3","host","USBCOM","34","URB_BULK in"
"11297","177.374535","1.6.3","host","USBCOM","74","URB_BULK in"
"11313","177.564010","host","1.6.4","USBCOM","28","URB_BULK out"
"11315","177.566914","1.6.3","host","USBCOM","54","URB_BULK in"
"11319","177.570983","1.6.3","host","USBCOM","54","URB_BULK in"
"11323","177.764990","host","1.6.4","USBCOM","28","URB_BULK out"
"11325","177.767572","1.6.3","host","USBCOM","50","URB_BULK in"
"11329","177.771704","1.6.3","host","USBCOM","58","URB_BULK in"
"11333","177.967110","host","1.6.4","USBCOM","28","URB_BULK out"
"11335","177.968149","1.6.3","host","USBCOM","34","URB_BULK in"
"11339","177.972487","1.6.3","host","USBCOM","74","URB_BULK in"
"11343","178.169026","host","1.6.4","USBCOM","28","URB_BULK out"
"11345","178.173172","1.6.3","host","USBCOM","67","URB_BULK in"
"11349","178.177045","1.6.3","host","USBCOM","41","URB_BULK in"
"11353","178.371400","host","1.6.4","USBCOM","28","URB_BULK out"
"11355","178.373716","1.6.3","host","USBCOM","48","URB_BULK in"
"11359","178.377876","1.6.3","host","USBCOM","60","URB_BULK in"
"11363","178.572393","host","1.6.4","USBCOM","28","URB_BULK out"
"11365","178.574371","1.6.3","host","USBCOM","44","URB_BULK in"
"11369","178.578612","1.6.3","host","USBCOM","64","URB_BULK in"
"11373","178.772744","host","1.6.4","USBCOM","28","URB_BULK out"
"11375","178.775131","1.6.3","host","USBCOM","48","URB_BULK in"
"11379","178.779264","1.6.3","host","USBCOM","60","URB_BULK in"
"11383","178.973091","host","1.6.4","USBCOM","28","URB_BULK out"
"11385","178.975838","1.6.3","host","USBCOM","52","URB_BULK in"
"11389","178.979959","1.6.3","host","USBCOM","56","URB_BULK in"
"11393","179.173193","host","1.6.4","USBCOM","28","URB_BULK out"
"11395","179.176572","1.6.3","host","USBCOM","59","URB_BULK in"
"11399","179.180562","1.6.3","host","USBCOM","49","URB_BULK in"
"11403","179.373481","host","1.6.4","USBCOM","28","URB_BULK out"
"11405","179.377248","1.6.3","host","USBCOM","64","URB_BULK in"
"11409","179.381271","1.6.3","host","USBCOM","44","URB_BULK in"
"11413","179.574591","host","1.6.4","USBCOM","28","URB_BULK out"
"11415","179.577980","1.6.3","host","USBCOM","59","URB_BULK in"
"11419","179.581974","1.6.3","host","USBCOM","49","URB_BULK in"
"11423","179.776467","host","1.6.4","USBCOM","28","URB_BULK out"
"11425","179.778513","1.6.3","host","USBCOM","45","URB_BULK in"
"11429","179.782749","1.6.3","host","USBCOM","63","URB_BULK in"
"11445","179.978148","host","1.6.4","USBCOM","28","URB_BULK out"
"11447","179.979106","1.6.3","host","USBCOM","34","URB_BULK in"
"11451","179.983468","1.6.3","host","USBCOM","74","URB_BULK in"
"11503","180.180119","host","1.6.4","USBCOM","28","URB_BULK out"
"11505","180.184166","1.6.3","host","USBCOM","67","URB_BULK in"
"11509","180.188084","1.6.3","host","USBCOM","41","URB_BULK in"
"11547","180.380669","host","1.6.4","USBCOM","28","URB_BULK out"
"11549","180.384842","1.6.3","host","USBCOM","68","URB_BULK in"
"11553","180.388749","1.6.3","host","USBCOM","40","URB_BULK in"
"11593","180.582796","host","1.6.4","USBCOM","28","URB_BULK out"
"11595","180.585434","1.6.3","host","USBCOM","51","URB_BULK in"
"11599","180.589588","1.6.3","host","USBCOM","57","URB_BULK in"
"11625","180.784256","host","1.6.4","USBCOM","28","URB_BULK out"
"11627","180.786068","1.6.3","host","USBCOM","42","URB_BULK in"
"11631","180.790313","1.6.3","host","USBCOM","66","URB_BULK in"
"11635","180.984966","host","1.6.4","USBCOM","28","URB_BULK out"
"11637","180.986849","1.6.3","host","USBCOM","41","URB_BULK in"
"11641","180.991068","1.6.3","host","USBCOM","67","URB_BULK in"
"11647","181.186317","host","1.6.4","USBCOM","28","URB_BULK out"
"11649","181.187358","1.6.3","host","USBCOM","34","URB_BULK in"
"11653","181.191755","1.6.3","host","USBCOM","74","URB_BULK in"
"11657","181.387703","host","1.6.4","USBCOM","28","URB_BULK out"
"11659","181.392449","1.6.3","host","USBCOM","74","URB_BULK in"
"11663","181.396238","1.6.3","host","USBCOM","34","URB_BULK in"
"11669","181.588700","host","1.6.4","USBCOM","28","URB_BULK out"
"11671","181.593126","1.6.3","host","USBCOM","71","URB_BULK in"
"11675","181.596965","1.6.3","host","USBCOM","37","URB_BULK in"
"11681","181.790116","host","1.6.4","USBCOM","28","URB_BULK out"
"11683","181.793786","1.6.3","host","USBCOM","62","URB_BULK in"
"11687","181.797722","1.6.3","host","USBCOM","46","URB_BULK in"
"11691","181.991979","host","1.6.4","USBCOM","28","URB_BULK out"
"11693","181.994363","1.6.3","host","USBCOM","48","URB_BULK in"
"11697","181.998540","1.6.3","host","USBCOM","60","URB_BULK in"
"11701","182.192307","host","1.6.4","USBCOM","28","URB_BULK out"
"11703","182.195092","1.6.3","host","USBCOM","53","URB_BULK in"
"11707","182.199166","1.6.3","host","USBCOM","55","URB_BULK in"
"11711","182.392373","host","1.6.4","USBCOM","28","URB_BULK out"
"11713","182.396115","1.6.3","host","USBCOM","60","URB_BULK in"
"11717","182.399821","1.6.3","host","USBCOM","48","URB_BULK in"
"11731","182.593178","host","1.6.4","USBCOM","28","URB_BULK out"
"11733","182.596518","1.6.3","host","USBCOM","59","URB_BULK in"
"11739","182.600438","1.6.3","host","USBCOM","49","URB_BULK in"
"11791","182.793217","host","1.6.4","USBCOM","28","URB_BULK out"
"11793","182.797284","1.6.3","host","USBCOM","66","URB_BULK in"
"11799","182.801146","1.6.3","host","USBCOM","42","URB_BULK in"
"11851","182.994709","host","1.6.4","USBCOM","28","URB_BULK out"
"11853","182.997877","1.6.3","host","USBCOM","57","URB_BULK in"
"11859","183.001903","1.6.3","host","USBCOM","51","URB_BULK in"
"11889","183.196325","host","1.6.4","USBCOM","28","URB_BULK out"
"11891","183.198452","1.6.3","host","USBCOM","46","URB_BULK in"
"11895","183.202699","1.6.3","host","USBCOM","62","URB_BULK in"
"11905","183.398068","host","1.6.4","USBCOM","28","URB_BULK out"
"11907","183.399059","1.6.3","host","USBCOM","34","URB_BULK in"
"11913","183.403418","1.6.3","host","USBCOM","74","URB_BULK in"
"11921","183.599893","host","1.6.4","USBCOM","28","URB_BULK out"
"11923","183.604133","1.6.3","host","USBCOM","68","URB_BULK in"
"11927","183.608019","1.6.3","host","USBCOM","40","URB_BULK in"
"11931","183.800688","host","1.6.4","USBCOM","28","URB_BULK out"
"11933","183.804823","1.6.3","host","USBCOM","67","URB_BULK in"
"11937","183.808720","1.6.3","host","USBCOM","41","URB_BULK in"
"11943","184.001635","host","1.6.4","USBCOM","28","URB_BULK out"
"11945","184.005490","1.6.3","host","USBCOM","64","URB_BULK in"
"11949","184.009414","1.6.3","host","USBCOM","44","URB_BULK in"
"11953","184.202065","host","1.6.4","USBCOM","28","URB_BULK out"
"11955","184.206173","1.6.3","host","USBCOM","67","URB_BULK in"
"11959","184.210103","1.6.3","host","USBCOM","41","URB_BULK in"
"11965","184.402156","host","1.6.4","USBCOM","28","URB_BULK out"
"11967","184.406911","1.6.3","host","USBCOM","75","URB_BULK in"
"11971","184.410717","1.6.3","host","USBCOM","33","URB_BULK in"
