"No.","Time","Source","Destination","Protocol","Length","Info"
"18151","258.850968","1.6.3","host","USBCOM","62","URB_BULK in"
"18155","258.854971","1.6.3","host","USBCOM","46","URB_BULK in"
"18159","259.059752","host","1.6.4","USBCOM","28","URB_BULK out"
"18161","259.063899","1.6.3","host","USBCOM","69","URB_BULK in"
"18165","259.067802","1.6.3","host","USBCOM","39","URB_BULK in"
"18169","259.261498","host","1.6.4","USBCOM","28","URB_BULK out"
"18171","259.264514","1.6.3","host","USBCOM","56","URB_BULK in"
"18175","259.268579","1.6.3","host","USBCOM","52","URB_BULK in"
"18179","259.463777","host","1.6.4","USBCOM","28","URB_BULK out"
"18181","259.465050","1.6.3","host","USBCOM","38","URB_BULK in"
"18185","259.469374","1.6.3","host","USBCOM","70","URB_BULK in"
"18189","259.667965","host","1.6.4","USBCOM","28","URB_BULK out"
"18191","259.669906","1.6.3","host","USBCOM","45","URB_BULK in"
"18195","259.674150","1.6.3","host","USBCOM","63","URB_BULK in"
"18199","259.868716","host","1.6.4","USBCOM","28","URB_BULK out"
"18201","259.870571","1.6.3","host","USBCOM","44","URB_BULK in"
"18205","259.874813","1.6.3","host","USBCOM","64","URB_BULK in"
"18211","260.069423","host","1.6.4","USBCOM","28","URB_BULK out"
"18213","260.071289","1.6.3","host","USBCOM","44","URB_BULK in"
"18217","260.075497","1.6.3","host","USBCOM","64","URB_BULK in"
"18221","260.271025","host","1.6.4","USBCOM","28","URB_BULK out"
"18223","260.271870","1.6.3","host","USBCOM","33","URB_BULK in"
"18227","260.276249","1.6.3","host","USBCOM","75","URB_BULK in"
"18231","260.473182","host","1.6.4","USBCOM","28","URB_BULK out"
"18233","260.476890","1.6.3","host","USBCOM","64","URB_BULK in"
"18237","260.480837","1.6.3","host","USBCOM","44","URB_BULK in"
"18241","260.683628","host","1.6.4","USBCOM","28","URB_BULK out"
"18243","260.685643","1.6.3","host","USBCOM","46","URB_BULK in"
"18247","260.689838","1.6.3","host","USBCOM","62","URB_BULK in"
"18251","260.883937","host","1.6.4","USBCOM","28","URB_BULK out"
"18253","260.886451","1.6.3","host","USBCOM","50","URB_BULK in"
"18257","260.890511","1.6.3","host","USBCOM","58","URB_BULK in"
"18263","261.085940","host","1.6.4","USBCOM","28","URB_BULK out"
"18265","261.086959","1.6.3","host","USBCOM","35","URB_BULK in"
"18269","261.091331","1.6.3","host","USBCOM","73","URB_BULK in"
"18273","261.286237","host","1.6.4","USBCOM","28","URB_BULK out"
"18275","261.287778","1.6.3","host","USBCOM","39","URB_BULK in"
"18279","261.292059","1.6.3","host","USBCOM","69","URB_BULK in"
"18283","261.488478","host","1.6.4","USBCOM","28","URB_BULK out"
"18285","261.492683","1.6.3","host","USBCOM","69","URB_BULK in"
"18289","261.496560","1.6.3","host","USBCOM","39","URB_BULK in"
"18293","261.689524","host","1.6.4","USBCOM","28","URB_BULK out"
"18295","261.693342","1.6.3","host","USBCOM","65","URB_BULK in"
"18299","261.697266","1.6.3","host","USBCOM","43","URB_BULK in"
"18303","261.889761","host","1.6.4","USBCOM","28","URB_BULK out"
"18305","261.894068","1.6.3","host","USBCOM","70","URB_BULK in"
"18309","261.897915","1.6.3","host","USBCOM","38","URB_BULK in"
"18313","262.089899","host","1.6.4","USBCOM","28","URB_BULK out"
"18315","262.090398","1.6.3","host","USBCOM","29","URB_BULK in"
"18319","262.094775","1.6.3","host","USBCOM","75","URB_BULK in"
"18323","262.098566","1.6.3","host","USBCOM","31","URB_BULK in"
"18327","262.290550","host","1.6.4","USBCOM","28","URB_BULK out"
"18329","262.291059","1.6.3","host","USBCOM","29","URB_BULK in"
"18333","262.295468","1.6.3","host","USBCOM","75","URB_BULK in"
"18337","262.299267","1.6.3","host","USBCOM","31","URB_BULK in"
"18343","262.492089","host","1.6.4","USBCOM","28","URB_BULK out"
"18345","262.496179","1.6.3","host","USBCOM","68","URB_BULK in"
"18349","262.500001","1.6.3","host","USBCOM","40","URB_BULK in"
"18353","262.692263","host","1.6.4","USBCOM","28","URB_BULK out"
"18355","262.696846","1.6.3","host","USBCOM","74","URB_BULK in"
"18359","262.700680","1.6.3","host","USBCOM","34","URB_BULK in"
"18363","262.892756","host","1.6.4","USBCOM","28","URB_BULK out"
"18365","262.893147","1.6.3","host","USBCOM","28","URB_BULK in"
"18369","262.897558","1.6.3","host","USBCOM","75","URB_BULK in"
"18373","262.901352","1.6.3","host","USBCOM","32","URB_BULK in"
"18377","263.094361","host","1.6.4","USBCOM","28","URB_BULK out"
"18379","263.098162","1.6.3","host","USBCOM","65","URB_BULK in"
"18383","263.102151","1.6.3","host","USBCOM","43","URB_BULK in"
"18387","263.295084","host","1.6.4","USBCOM","28","URB_BULK out"
"18389","263.298874","1.6.3","host","USBCOM","65","URB_BULK in"
"18393","263.302811","1.6.3","host","USBCOM","43","URB_BULK in"
"18397","263.496435","host","1.6.4","USBCOM","28","URB_BULK out"
"18399","263.499502","1.6.3","host","USBCOM","57","URB_BULK in"
"18403","263.503688","1.6.3","host","USBCOM","51","URB_BULK in"
"18407","263.697470","host","1.6.4","USBCOM","28","URB_BULK out"
"18409","263.700151","1.6.3","host","USBCOM","53","URB_BULK in"
"18413","263.704285","1.6.3","host","USBCOM","55","URB_BULK in"
"18427","263.898241","host","1.6.4","USBCOM","28","URB_BULK out"
"18429","263.900849","1.6.3","host","USBCOM","52","URB_BULK in"
"18435","263.904991","1.6.3","host","USBCOM","56","URB_BULK in"
"18485","264.098707","host","1.6.4","USBCOM","28","URB_BULK out"
"18487","264.101593","1.6.3","host","USBCOM","55","URB_BULK in"
"18493","264.105633","1.6.3","host","USBCOM","53","URB_BULK in"
"18541","264.299554","host","1.6.4","USBCOM","28","URB_BULK out"
"18543","264.302247","1.6.3","host","USBCOM","53","URB_BULK in"
"18549","264.306379","1.6.3","host","USBCOM","55","URB_BULK in"
"18575","264.500530","host","1.6.4","USBCOM","28","URB_BULK out"
"18577","264.502905","1.6.3","host","USBCOM","49","URB_BULK in"
"18581","264.507078","1.6.3","host","USBCOM","59","URB_BULK in"
"18597","264.701652","host","1.6.4","USBCOM","28","URB_BULK out"
"18599","264.703564","1.6.3","host","USBCOM","45","URB_BULK in"
"18605","264.707773","1.6.3","host","USBCOM","63","URB_BULK in"
"18615","264.901732","host","1.6.4","USBCOM","28","URB_BULK out"
"18617","264.904330","1.6.3","host","USBCOM","52","URB_BULK in"
"18621","264.908417","1.6.3","host","USBCOM","56","URB_BULK in"
"18637","265.102026","host","1.6.4","USBCOM","28","URB_BULK out"
"18639","265.105125","1.6.3","host","USBCOM","56","URB_BULK in"
"18643","265.109299","1.6.3","host","USBCOM","52","URB_BULK in"
"18649","265.302997","host","1.6.4","USBCOM","28","URB_BULK out"
"18651","265.305833","1.6.3","host","USBCOM","53","URB_BULK in"
"18655","265.309899","1.6.3","host","USBCOM","55","URB_BULK in"
"18661","265.503991","host","1.6.4","USBCOM","28","URB_BULK out"
"18663","265.506388","1.6.3","host","USBCOM","49","URB_BULK in"
"18667","265.510543","1.6.3","host","USBCOM","59","URB_BULK in"
"18671","265.705241","host","1.6.4","USBCOM","28","URB_BULK out"
"18673","265.707013","1.6.3","host","USBCOM","43","URB_BULK in"
"18677","265.711271","1.6.3","host","USBCOM","65","URB_BULK in"
"18685","265.907343","host","1.6.4","USBCOM","28","URB_BULK out"
"18687","265.912018","1.6.3","host","USBCOM","75","URB_BULK in"
"18691","265.915835","1.6.3","host","USBCOM","33","URB_BULK in"
"18695","266.108231","host","1.6.4","USBCOM","28","URB_BULK out"
"18697","266.112693","1.6.3","host","USBCOM","72","URB_BULK in"
"18701","266.116542","1.6.3","host","USBCOM","36","URB_BULK in"
"18705","266.309840","host","1.6.4","USBCOM","28","URB_BULK out"
"18707","266.313321","1.6.3","host","USBCOM","61","URB_BULK in"
"18711","266.317295","1.6.3","host","USBCOM","47","URB_BULK in"
"18715","266.511466","host","1.6.4","USBCOM","28","URB_BULK out"
"18717","266.513960","1.6.3","host","USBCOM","50","URB_BULK in"
"18721","266.518091","1.6.3","host","USBCOM","58","URB_BULK in"
"18767","266.712661","host","1.6.4","USBCOM","28","URB_BULK out"
"18769","266.714570","1.6.3","host","USBCOM","45","URB_BULK in"
"18773","266.718778","1.6.3","host","USBCOM","63","URB_BULK in"
"18827","266.943927","host","1.6.4","USBCOM","28","URB_BULK out"
"18831","266.948197","1.6.3","host","USBCOM","71","URB_BULK in"
"18835","266.952032","1.6.3","host","USBCOM","37","URB_BULK in"
"18881","267.131143","host","1.6.4","USBCOM","28","URB_BULK out"
"18883","267.132265","1.6.3","host","USBCOM","37","URB_BULK in"
"18887","267.136608","1.6.3","host","USBCOM","71","URB_BULK in"
"18923","267.331987","host","1.6.4","USBCOM","28","URB_BULK out"
"18925","267.332937","1.6.3","host","USBCOM","34","URB_BULK in"
"18931","267.337307","1.6.3","host","USBCOM","74","URB_BULK in"
"18955","267.614046","host","1.6.4","USBCOM","28","URB_BULK out"
"18957","267.615611","1.6.3","host","USBCOM","41","URB_BULK in"
"18963","267.619854","1.6.3","host","USBCOM","67","URB_BULK in"
"18989","267.733883","host","1.6.4","USBCOM","28","URB_BULK out"
"18991","267.734299","1.6.3","host","USBCOM","29","URB_BULK in"
"18997","267.738731","1.6.3","host","USBCOM","75","URB_BULK in"
"19001","267.742482","1.6.3","host","USBCOM","31","URB_BULK in"
"19053","267.935944","host","1.6.4","USBCOM","28","URB_BULK out"
"19057","267.939307","1.6.3","host","USBCOM","61","URB_BULK in"
"19061","267.943335","1.6.3","host","USBCOM","47","URB_BULK in"
"19113","268.135287","host","1.6.4","USBCOM","28","URB_BULK out"
"19115","268.135692","1.6.3","host","USBCOM","28","URB_BULK in"
"19121","268.140097","1.6.3","host","USBCOM","75","URB_BULK in"
"19125","268.143918","1.6.3","host","USBCOM","32","URB_BULK in"
"19159","268.336784","host","1.6.4","USBCOM","28","URB_BULK out"
"19161","268.340712","1.6.3","host","USBCOM","67","URB_BULK in"
"19167","268.344643","1.6.3","host","USBCOM","41","URB_BULK in"
"19181","268.537883","host","1.6.4","USBCOM","28","URB_BULK out"
"19183","268.541379","1.6.3","host","USBCOM","62","URB_BULK in"
"19187","268.545367","1.6.3","host","USBCOM","46","URB_BULK in"
"19193","268.738848","host","1.6.4","USBCOM","28","URB_BULK out"
"19195","268.742151","1.6.3","host","USBCOM","59","URB_BULK in"
"19199","268.746138","1.6.3","host","USBCOM","49","URB_BULK in"
"19209","268.943097","host","1.6.4","USBCOM","28","URB_BULK out"
"19211","268.946881","1.6.3","host","USBCOM","65","URB_BULK in"
"19215","268.950829","1.6.3","host","USBCOM","43","URB_BULK in"
"19219","269.141079","host","1.6.4","USBCOM","28","URB_BULK out"
"19221","269.143379","1.6.3","host","USBCOM","49","URB_BULK in"
"19225","269.147543","1.6.3","host","USBCOM","59","URB_BULK in"
"19229","269.342007","host","1.6.4","USBCOM","28","URB_BULK out"
"19231","269.344017","1.6.3","host","USBCOM","46","URB_BULK in"
"19235","269.348253","1.6.3","host","USBCOM","62","URB_BULK in"
"19239","269.552726","host","1.6.4","USBCOM","28","URB_BULK out"
"19241","269.557223","1.6.3","host","USBCOM","72","URB_BULK in"
"19245","269.561060","1.6.3","host","USBCOM","36","URB_BULK in"
"19249","269.753795","host","1.6.4","USBCOM","28","URB_BULK out"
"19251","269.757853","1.6.3","host","USBCOM","68","URB_BULK in"
"19255","269.761788","1.6.3","host","USBCOM","40","URB_BULK in"
"19277","269.953873","host","1.6.4","USBCOM","28","URB_BULK out"
"19279","269.958585","1.6.3","host","USBCOM","75","URB_BULK in"
"19285","269.962394","1.6.3","host","USBCOM","33","URB_BULK in"
"19333","270.155166","host","1.6.4","USBCOM","28","URB_BULK out"
"19335","270.159233","1.6.3","host","USBCOM","68","URB_BULK in"
"19339","270.163157","1.6.3","host","USBCOM","40","URB_BULK in"
"19371","270.356904","host","1.6.4","USBCOM","28","URB_BULK out"
"19373","270.359866","1.6.3","host","USBCOM","56","URB_BULK in"
"19379","270.363923","1.6.3","host","USBCOM","52","URB_BULK in"
"19429","270.557238","host","1.6.4","USBCOM","28","URB_BULK out"
"19433","270.560584","1.6.3","host","USBCOM","60","URB_BULK in"
"19437","270.564583","1.6.3","host","USBCOM","48","URB_BULK in"
"19483","270.757863","host","1.6.4","USBCOM","28","URB_BULK out"
"19487","270.761296","1.6.3","host","USBCOM","61","URB_BULK in"
"19491","270.765292","1.6.3","host","USBCOM","47","URB_BULK in"
"19499","270.960231","host","1.6.4","USBCOM","28","URB_BULK out"
"19501","270.961820","1.6.3","host","USBCOM","41","URB_BULK in"
"19505","270.966180","1.6.3","host","USBCOM","67","URB_BULK in"
"19515","271.169697","host","1.6.4","USBCOM","28","URB_BULK out"
"19517","271.170652","1.6.3","host","USBCOM","34","URB_BULK in"
"19521","271.175027","1.6.3","host","USBCOM","74","URB_BULK in"
"19527","271.369900","host","1.6.4","USBCOM","28","URB_BULK out"
"19529","271.371380","1.6.3","host","USBCOM","40","URB_BULK in"
"19533","271.375679","1.6.3","host","USBCOM","68","URB_BULK in"
"19543","271.570655","host","1.6.4","USBCOM","28","URB_BULK out"
"19545","271.572147","1.6.3","host","USBCOM","39","URB_BULK in"
"19551","271.576388","1.6.3","host","USBCOM","69","URB_BULK in"
"19599","271.771560","host","1.6.4","USBCOM","28","URB_BULK out"
"19601","271.772829","1.6.3","host","USBCOM","37","URB_BULK in"
"19605","271.777075","1.6.3","host","USBCOM","71","URB_BULK in"
"19611","271.972503","host","1.6.4","USBCOM","28","URB_BULK out"
"19613","271.973436","1.6.3","host","USBCOM","34","URB_BULK in"
"19617","271.977759","1.6.3","host","USBCOM","74","URB_BULK in"
"19621","272.172691","host","1.6.4","USBCOM","28","URB_BULK out"
"19623","272.174150","1.6.3","host","USBCOM","40","URB_BULK in"
"19627","272.178425","1.6.3","host","USBCOM","68","URB_BULK in"
"19631","272.373577","host","1.6.4","USBCOM","28","URB_BULK out"
"19633","272.374833","1.6.3","host","USBCOM","37","URB_BULK in"
"19637","272.379166","1.6.3","host","USBCOM","71","URB_BULK in"
"19643","272.574747","host","1.6.4","USBCOM","28","URB_BULK out"
"19645","272.575480","1.6.3","host","USBCOM","32","URB_BULK in"
"19649","272.579851","1.6.3","host","USBCOM","75","URB_BULK in"
"19653","272.583657","1.6.3","host","USBCOM","28","URB_BULK in"
"19707","272.776883","host","1.6.4","USBCOM","28","URB_BULK out"
"19709","272.780520","1.6.3","host","USBCOM","63","URB_BULK in"
"19715","272.784451","1.6.3","host","USBCOM","45","URB_BULK in"
"19729","272.981142","host","1.6.4","USBCOM","28","URB_BULK out"
"19731","272.985446","1.6.3","host","USBCOM","69","URB_BULK in"
"19735","272.989219","1.6.3","host","USBCOM","39","URB_BULK in"
"19739","273.182639","host","1.6.4","USBCOM","28","URB_BULK out"
"19741","273.185950","1.6.3","host","USBCOM","59","URB_BULK in"
"19745","273.189981","1.6.3","host","USBCOM","49","URB_BULK in"
"19749","273.382943","host","1.6.4","USBCOM","28","URB_BULK out"
"19751","273.386679","1.6.3","host","USBCOM","64","URB_BULK in"
"19755","273.390628","1.6.3","host","USBCOM","44","URB_BULK in"
"19759","273.583903","host","1.6.4","USBCOM","28","URB_BULK out"
"19761","273.587333","1.6.3","host","USBCOM","61","URB_BULK in"
"19765","273.591330","1.6.3","host","USBCOM","47","URB_BULK in"
"19769","273.785871","host","1.6.4","USBCOM","28","URB_BULK out"
"19771","273.787915","1.6.3","host","USBCOM","46","URB_BULK in"
"19775","273.792169","1.6.3","host","USBCOM","62","URB_BULK in"
"19779","273.987752","host","1.6.4","USBCOM","28","URB_BULK out"
"19781","273.988520","1.6.3","host","USBCOM","32","URB_BULK in"
"19785","273.992925","1.6.3","host","USBCOM","75","URB_BULK in"
"19789","273.996674","1.6.3","host","USBCOM","28","URB_BULK in"
"19799","274.189210","host","1.6.4","USBCOM","28","URB_BULK out"
"19803","274.193595","1.6.3","host","USBCOM","71","URB_BULK in"
"19807","274.197431","1.6.3","host","USBCOM","37","URB_BULK in"
"19811","274.391467","host","1.6.4","USBCOM","28","URB_BULK out"
"19813","274.394180","1.6.3","host","USBCOM","52","URB_BULK in"
"19817","274.398246","1.6.3","host","USBCOM","56","URB_BULK in"
"19821","274.591718","host","1.6.4","USBCOM","28","URB_BULK out"
"19823","274.595016","1.6.3","host","USBCOM","58","URB_BULK in"
"19827","274.598909","1.6.3","host","USBCOM","50","URB_BULK in"
"19831","274.792329","host","1.6.4","USBCOM","28","URB_BULK out"
"19833","274.795562","1.6.3","host","USBCOM","59","URB_BULK in"
"19837","274.799589","1.6.3","host","USBCOM","49","URB_BULK in"
"19841","274.993410","host","1.6.4","USBCOM","28","URB_BULK out"
"19843","274.996253","1.6.3","host","USBCOM","54","URB_BULK in"
"19847","275.000292","1.6.3","host","USBCOM","54","URB_BULK in"
"19851","275.195243","host","1.6.4","USBCOM","28","URB_BULK out"
"19853","275.196818","1.6.3","host","USBCOM","41","URB_BULK in"
"19857","275.201167","1.6.3","host","USBCOM","67","URB_BULK in"
"19861","275.395954","host","1.6.4","USBCOM","28","URB_BULK out"
"19863","275.397480","1.6.3","host","USBCOM","40","URB_BULK in"
"19867","275.401784","1.6.3","host","USBCOM","68","URB_BULK in"
"19871","275.600980","host","1.6.4","USBCOM","28","URB_BULK out"
"19873","275.602265","1.6.3","host","USBCOM","37","URB_BULK in"
"19877","275.606622","1.6.3","host","USBCOM","71","URB_BULK in"
"19901","275.801756","host","1.6.4","USBCOM","28","URB_BULK out"
"19903","275.802954","1.6.3","host","USBCOM","37","URB_BULK in"
"19907","275.807305","1.6.3","host","USBCOM","71","URB_BULK in"
"19959","276.002077","host","1.6.4","USBCOM","28","URB_BULK out"
"19961","276.003706","1.6.3","host","USBCOM","42","URB_BULK in"
"19965","276.007946","1.6.3","host","USBCOM","66","URB_BULK in"
"20011","276.203307","host","1.6.4","USBCOM","28","URB_BULK out"
"20013","276.204342","1.6.3","host","USBCOM","35","URB_BULK in"
"20017","276.208683","1.6.3","host","USBCOM","73","URB_BULK in"
"20057","276.405245","host","1.6.4","USBCOM","28","URB_BULK out"
"20061","276.409377","1.6.3","host","USBCOM","68","URB_BULK in"
"20065","276.413268","1.6.3","host","USBCOM","40","URB_BULK in"
"20109","276.606986","host","1.6.4","USBCOM","28","URB_BULK out"
"20113","276.609958","1.6.3","host","USBCOM","55","URB_BULK in"
"20117","276.614035","1.6.3","host","USBCOM","53","URB_BULK in"
"20149","276.808174","host","1.6.4","USBCOM","28","URB_BULK out"
"20153","276.810646","1.6.3","host","USBCOM","50","URB_BULK in"
"20157","276.814776","1.6.3","host","USBCOM","58","URB_BULK in"
"20167","277.009568","host","1.6.4","USBCOM","28","URB_BULK out"
"20169","277.011206","1.6.3","host","USBCOM","42","URB_BULK in"
"20173","277.015512","1.6.3","host","USBCOM","66","URB_BULK in"
"20185","277.209922","host","1.6.4","USBCOM","28","URB_BULK out"
"20187","277.211976","1.6.3","host","USBCOM","45","URB_BULK in"
"20191","277.216170","1.6.3","host","USBCOM","63","URB_BULK in"
"20201","277.411065","host","1.6.4","USBCOM","28","URB_BULK out"
"20203","277.412613","1.6.3","host","USBCOM","40","URB_BULK in"
"20207","277.416873","1.6.3","host","USBCOM","68","URB_BULK in"
"20211","277.612495","host","1.6.4","USBCOM","28","URB_BULK out"
"20213","277.613264","1.6.3","host","USBCOM","32","URB_BULK in"
"20217","277.617655","1.6.3","host","USBCOM","75","URB_BULK in"
"20221","277.621414","1.6.3","host","USBCOM","28","URB_BULK in"
